not using,entry complete,accession,length,host,country,state,county,city,isolation,collection_date,latitude,longitude,name,notes,remove
x,x,KJ501491,11019,Corvus brachyrhynchos,USA,Virginia,,,"kidney,spleen,abdominal cavity",08/13/02,,,"West Nile virus isolate WNV-1/US/BID-V6508/2002, complete genome",,
x,x,KJ501492,10973,Pelecanus erythrohynchos,USA,Wisconsin,,,"kidney,spleen,abdominal cavity",08/12/05,,,"West Nile virus isolate WNV-1/US/BID-V6512/2005, complete genome",,
,x,KJ501493,10978,Mimus,USA,District of Columbia,,,"kidney,spleen,abdominal cavity",10/02/01,,,"West Nile virus isolate WNV-1/US/BID-V6526/2001, complete genome",,
,x,KJ501494,10979,Corvus brachyrhynchos,USA,District of Columbia,,,"kidney,spleen,abdominal cavity",09/18/01,,,"West Nile virus isolate WNV-1/US/BID-V6528/2001, complete genome",,
x,x,KJ501495,10989,Cyanocitta cristata,USA,District of Columbia,,,"kidney,spleen,abdominal cavity",08/13/02,,,"West Nile virus isolate WNV-1/US/BID-V6530/2002, complete genome",,
,x,KJ501496,11026,Cyanocitta cristata,USA,Illinois,,,"kidney,spleen,abdominal cavity",10/10/01,,,"West Nile virus isolate WNV-1/US/BID-V6531/2001, complete genome",,
x,x,KJ501497,10985,Accipitridae,USA,Illinois,,,"kidney,spleen,abdominal cavity",10/17/01,,,"West Nile virus isolate WNV-1/US/BID-V6532/2001, complete genome",,
x,x,KJ501498,10980,Passer domesticus,USA,Maryland,,,"kidney,spleen,abdominal cavity",08/22/03,,,"West Nile virus isolate WNV-1/US/BID-V6534/2003, complete genome",,
,x,KJ501499,10980,Falco sparverius,USA,Maryland,,,"kidney,spleen,abdominal cavity",10/02/03,,,"West Nile virus isolate WNV-1/US/BID-V6535/2003, complete genome",,
,x,KJ501500,10977,Larus smithsonianus,USA,Maryland,,,brain,12/22/09,,,"West Nile virus isolate WNV-1/US/BID-V6536/2009, complete genome",,
x,x,KJ501501,11000,Corvus brachyrhynchos,USA,Missouri,,,"kidney,spleen,abdominal cavity",08/16/02,,,"West Nile virus isolate WNV-1/US/BID-V6538/2002, complete genome",,
x,x,KJ501502,11033,Corvus brachyrhynchos,USA,Montana,,,"kidney,spleen,abdominal cavity",09/04/02,,,"West Nile virus isolate WNV-1/US/BID-V6542/2002, complete genome",,
x,x,KJ501503,10985,Turdus migratorius,USA,North Dakota,,,"kidney,spleen,abdominal cavity",07/25/02,,,"West Nile virus isolate WNV-1/US/BID-V6545/2002, complete genome",,
,x,KJ501504,10978,Branta canadensis,USA,North Dakota,,,feathers,08/13/03,,,"West Nile virus isolate WNV-1/US/BID-V6548/2003, complete genome",,
x,x,KJ501505,10953,Corvus brachyrhynchos,USA,Oklahoma,,,"kidney,spleen,abdominal cavity",07/17/02,,,"West Nile virus isolate WNV-1/US/BID-V6550/2002, complete genome",,
,x,KJ501506,10974,Corvus brachyrhynchos,USA,Oklahoma,,,feathers,09/30/03,,,"West Nile virus isolate WNV-1/US/BID-V6553/2003, complete genome",,
,x,KJ501507,10978,Pelecanus erythrohynchos,USA,South Dakota,,,"kidney,spleen,abdominal cavity",08/30/01,,,"West Nile virus isolate WNV-1/US/BID-V6556/2001, complete genome",,
x,x,KJ501508,10985,Zenaida macroura,USA,Texas,,,feathers,07/31/03,,,"West Nile virus isolate WNV-1/US/BID-V6560/2003, complete genome",,
,x,KJ501509,10978,Euphagus cyanocephalus,USA,Wisconsin,,,"kidney,spleen,abdominal cavity",11/09/01,,,"West Nile virus isolate WNV-1/US/BID-V6575/2001, complete genome",,
x,x,KJ501510,11029,Cyanocitta cristata,USA,Arkansas,,,"kidney,spleen,abdominal cavity",08/02/02,,,"West Nile virus isolate WNV-1/US/BID-V6612/2002, complete genome",,
x,x,KJ501511,11029,Cyanocitta cristata,USA,Arkansas,,,"kidney,spleen,abdominal cavity",08/02/02,,,"West Nile virus isolate WNV-1/US/BID-V6613/2002, complete genome",,
,x,KJ501512,10998,Corvus brachyrhynchos,USA,Georgia,,,"kidney,spleen,abdominal cavity",10/02/01,,,"West Nile virus isolate WNV-1/US/BID-V6616/2001, complete genome",,
x,x,KJ501514,10979,Corvus brachyrhynchos,USA,Georgia,,,"kidney,spleen,abdominal cavity",10/02/02,,,"West Nile virus isolate WNV-1/US/BID-V6619/2002, complete genome",,
,x,KJ501515,10979,Buteo jamaicensis,USA,New Jersey,,,"kidney,spleen,abdominal cavity",10/31/01,,,"West Nile virus isolate WNV-1/US/BID-V6620/2001, complete genome",,
,x,KJ501516,11029,Corvus brachyrhynchos,USA,Ohio,,,"kidney,spleen,abdominal cavity",09/20/01,,,"West Nile virus isolate WNV-1/US/BID-V6625/2001, complete genome",,
x,x,KJ501517,10979,Corvus brachyrhynchos,USA,Ohio,,,"kidney,spleen,abdominal cavity",08/15/02,,,"West Nile virus isolate WNV-1/US/BID-V6626/2002, complete genome",,
,x,KJ501518,10994,Pelecanus erythrohynchos,USA,Montana,,,feathers,07/27/07,,,"West Nile virus isolate WNV-1/US/BID-V6640/2007, complete genome",,
x,x,KJ501519,10973,Corvus brachyrhynchos,USA,Virginia,,,"kidney,spleen,abdominal cavity",08/13/02,,,"West Nile virus isolate WNV-1/US/BID-V6652/2002, complete genome",,
x,x,KJ501520,10983,Pelecanus erythrohynchos,USA,Minnesota,,,"kidney,spleen,abdominal cavity",10/15/04,,,"West Nile virus isolate WNV-1/US/BID-V6661/2004, complete genome",,
x,x,KJ501521,10976,Pelecanus erythrohynchos,USA,Nevada,,,brain,07/18/06,,,"West Nile virus isolate WNV-1/US/BID-V6672/2006, complete genome",,
x,x,KJ501522,10976,Pelecanus erythrohynchos,USA,North Dakota,,,"kidney,spleen,abdominal cavity",07/30/04,,,"West Nile virus isolate WNV-1/US/BID-V6676/2004, complete genome",,
x,x,KJ501523,10971,Sternula antillarum,USA,North Dakota,,,"kidney,spleen,abdominal cavity",07/25/06,,,"West Nile virus isolate WNV-1/US/BID-V6680/2006, complete genome",,
x,x,KJ501524,10979,Actitis macularius,USA,North Dakota,,,feathers,09/07/06,,,"West Nile virus isolate WNV-1/US/BID-V6682/2006, complete genome",,
x,x,KJ501525,11029,Pelecanus erythrohynchos,USA,South Dakota,,,feathers,08/06/04,,,"West Nile virus isolate WNV-1/US/BID-V6689/2004, complete genome",,
x,x,KJ501526,10958,Sternula antillarum,USA,South Dakota,,,"brain,kidney,spleen,abdominal cavity",07/17/06,,,"West Nile virus isolate WNV-1/US/BID-V6692/2006, complete genome",,
x,x,KJ501527,10988,Corvus brachyrhynchos,USA,Texas,,,feathers,08/04/03,,,"West Nile virus isolate WNV-1/US/BID-V6696/2003, complete genome",,
x,x,KJ501529,11029,Pelecanus erythrohynchos,USA,Wisconsin,,,feathers,08/16/06,,,"West Nile virus isolate WNV-1/US/BID-V6701/2006, complete genome",,
x,x,KJ501530,10979,Branta canadensis,USA,Pennsylvania,,,feathers,09/27/12,,,"West Nile virus isolate WNV-1/US/BID-V7281/2012, complete genome",,
x,x,KJ501531,10623,Culicidae,USA,New York,,,pooled insects,08/07/12,,,"West Nile virus isolate WNV-1/US/BID-V7815/2012, complete genome",,
x,x,KJ501532,10622,Culicidae,USA,New York,,,pooled insects,08/21/12,,,"West Nile virus isolate WNV-1/US/BID-V7816/2012, complete genome",,
x,x,KJ501533,10609,Culicidae,USA,New York,,,pooled insects,08/24/12,,,"West Nile virus isolate WNV-1/US/BID-V7817/2012, complete genome",,
x,x,KJ501534,10623,Culicidae,USA,New York,,,pooled insects,08/25/11,,,"West Nile virus isolate WNV-1/US/BID-V7818/2011, complete genome",,
x,x,KJ501535,10464,Culicidae,USA,New York,,,pooled insects,09/27/11,,,"West Nile virus isolate WNV-1/US/BID-V7819/2011, complete genome",,
x,x,KJ501536,10623,Culicidae,USA,New York,,,pooled insects,08/26/11,,,"West Nile virus isolate WNV-1/US/BID-V7820/2011, complete genome",,
x,x,KJ501537,10621,Culicidae,USA,New York,,,pooled insects,07/27/11,,,"West Nile virus isolate WNV-1/US/BID-V7821/2011, complete genome",,
x,x,KJ501538,10627,Culicidae,USA,New York,,,pooled insects,07/26/11,,,"West Nile virus isolate WNV-1/US/BID-V7822/2011, complete genome",,
x,x,KJ501539,10624,Culicidae,USA,New York,,,pooled insects,09/23/11,,,"West Nile virus isolate WNV-1/US/BID-V7823/2011, complete genome",,
x,x,KJ786934,11026,Homo sapiens,USA,New York,,,,2001,,,"West Nile virus isolate NY2001-6263, complete genome",,
,x,KJ786935,11028,Mimus polyglottos,USA,Texas,Harris,Houston,,8/22/12,,,"West Nile virus isolate TX8779, complete genome",,
,x,KJ786936,10981,Cyanocitta cristata,USA,Texas,Harris,Kathy,,8/17/12,,,"West Nile virus isolate TX8759, complete genome",,
x,x,KM012170,11029,Homo sapiens,USA,Arizona,,,,2012,,,"West Nile virus isolate BSL05-12 polyprotein gene, complete cds",,
x,x,KM012171,11029,Homo sapiens,USA,Mississippi,,,,2012,,,"West Nile virus isolate BSL08-12 polyprotein gene, complete cds",,
x,x,KM012172,11029,Homo sapiens,USA,Texas,,,,2012,,,"West Nile virus isolate BSL53-12 polyprotein gene, complete cds",,
x,x,KM012173,11029,Homo sapiens,USA,South Dakota,,,,2012,,,"West Nile virus isolate BSL78-12 polyprotein gene, complete cds",,
x,x,KM012174,11029,Homo sapiens,USA,Arizona,,,,2012,,,"West Nile virus isolate BSL80-12 polyprotein gene, complete cds",,
x,x,KM012175,11029,Homo sapiens,USA,California,,,,2012,,,"West Nile virus isolate BSL85-12 polyprotein gene, complete cds",,
x,x,KM012176,11029,Homo sapiens,USA,North Dakota,,,,2012,,,"West Nile virus isolate BSL93-12 polyprotein gene, complete cds",,
x,x,KM012177,11029,Homo sapiens,USA,Wyoming,,,,2012,,,"West Nile virus isolate BSL101-12 polyprotein gene, complete cds",,
x,x,KM012178,11029,Homo sapiens,USA,Texas,,,,2012,,,"West Nile virus isolate BSL107-12 polyprotein gene, complete cds",,
x,x,KM012179,11029,Homo sapiens,USA,South Dakota,,,,2012,,,"West Nile virus isolate BSL116-12 polyprotein gene, complete cds",,
x,x,KM012180,11029,Homo sapiens,USA,Georgia,,,,2012,,,"West Nile virus isolate BSL140-12 polyprotein gene, complete cds",,
x,x,KM012181,11029,Homo sapiens,USA,Lousiana,,,,2012,,,"West Nile virus isolate BSL178-12 polyprotein gene, complete cds",,
x,x,KM012182,11029,Homo sapiens,USA,New Mexico,,,,2012,,,"West Nile virus isolate BSL195-12 polyprotein gene, complete cds",,
x,x,KM012183,11029,Homo sapiens,USA,Texas,,,,2012,,,"West Nile virus isolate BSL221-12 polyprotein gene, complete cds",,
x,x,KM012184,11029,Homo sapiens,USA,Ohio,,,,2012,,,"West Nile virus isolate ARC1-12 polyprotein gene, complete cds",,
x,x,KM012185,11029,Homo sapiens,USA,Nebraska,,,,2012,,,"West Nile virus isolate ARC3-12 polyprotein gene, complete cds",,
x,x,KM012186,11029,Homo sapiens,USA,Ohio,,,,2012,,,"West Nile virus isolate ARC4-12 polyprotein gene, complete cds",,
x,x,KM012187,11029,Homo sapiens,USA,Nebraska,,,,2012,,,"West Nile virus isolate ARC6-12 polyprotein gene, complete cds",,
x,x,KM012188,11029,Homo sapiens,USA,Illinois,,,,2012,,,"West Nile virus isolate ARC13-12 polyprotein gene, complete cds",,
x,x,KM083619,11029,Tissue culture cells,USA,New York,,,,1999,,,"West Nile virus isolate NY99P2, complete genome",Seemingly identical to AF196835 (NY99),remove
,x,KR348915,10299,Culex tarsalis,USA,California,CNTR,,,8/29/11,37.975,-121.5822,,,
,x,KR348916,10299,Culex tarsalis,USA,California,CNTR,,,8/18/08,37.9986,-121.679,,,
,x,KR348917,10263,Culex tarsalis,USA,California,CNTR,,,8/18/08,38.0108,-121.797,,,
,x,KR348918,10299,Culex pipiens,USA,California,CNTR,,,3/10/11,38.0092,-122.0372,,,
,x,KR348919,10299,Culex tarsalis,USA,California,CNTR,,,7/29/09,38.0014,-121.621,,,
,x,KR348920,10299,Culex tarsalis,USA,California,CNTR,,,8/3/09,38.0108,-121.797,,,
,x,KR348921,10299,Culex pipiens,USA,California,CNTR,,,8/3/09,38.011,-121.797,,,
,x,KR348922,10299,Culex tarsalis,USA,California,CNTR,,,8/18/09,37.8944,-121.588,,,
,x,KR348923,10299,Culex tarsalis,USA,California,COAV,,,8/19/03,33.2819,-115.5786,,,
,x,KR348924,10299,Culex tarsalis,USA,California,COAV,,,8/19/03,33.1781,-115.6144,,,
,x,KR348925,10299,Culex tarsalis,USA,California,COAV,,,8/19/03,33.1781,-115.6144,,,
,x,KR348926,10299,Culex tarsalis,USA,California,COAV,,,12/6/08,33.5402,-116.009,,,
,x,KR348927,10299,Culex tarsalis,USA,California,COAV,,,9/16/03,33.2819,-115.5786,,,
,x,KR348928,10299,Culex tarsalis,USA,California,COAV,,,10/7/07,33.54,-116.0789,,,
,x,KR348929,10299,Culex tarsalis,USA,California,COAV,,,10/7/08,33.5254,-115.991,,,
,x,KR348930,10299,Culex tarsalis,USA,California,COAV,,,9/1/09,33.526,-116.0789,,,
,x,KR348931,10299,Culex tarsalis,USA,California,COAV,,,9/1/09,33.54,-116.0789,,,
,x,KR348932,10299,Culex tarsalis,USA,California,COAV,,,9/18/07,33.5839,-116.1296,,,
,x,KR348933,10299,Culex tarsalis,USA,California,COAV,,,9/3/08,33.5692,-116.0792,,,
,x,KR348934,10299,Culex tarsalis,USA,California,COAV,,,9/18/07,33.5252,-116.0955,,,
,x,KR348935,10299,Culex tarsalis,USA,California,COAV,,,5/29/05,33.5112,-115.9255,,,
,x,KR348936,10263,Culex quinquefasciatus,USA,California,COAV,,,9/25/08,33.8055,-116.4984,,,
,x,KR348937,10299,Culex tarsalis,USA,California,COAV,,,8/6/10,33.54,-116.0789,,,
,x,KR348938,10263,Culex tarsalis,USA,California,COAV,,,2/15/11,33.5255,-115.9566,,,
,x,KR348939,10299,Culex tarsalis,USA,California,COAV,,,6/19/05,33.5691,-116.0615,,,
,x,KR348940,10299,Culex tarsalis,USA,California,COAV,,,8/6/10,33.5401,-116.0618,,,
,x,KR348941,10299,Culex tarsalis,USA,California,COAV,,,8/30/11,33.5322,-116.0309,,,
,x,KR348942,10299,Culex tarsalis,USA,California,COAV,,,8/30/11,33.5291,-116.0352,,,
,x,KR348943,10299,Culex tarsalis,USA,California,COAV,,,4/14/04,33.5112,-115.9255,,,
,x,KR348944,10299,Culex tarsalis,USA,California,COAV,,,9/14/10,33.4594,-116.0873,,,
,x,KR348945,10299,Culex tarsalis,USA,California,COAV,,,4/28/04,33.5211,-115.9393,,,
,x,KR348946,10299,Culex quinquefasciatus,USA,California,GRLA,,,7/24/08,34.1894,-118.469,,,
,x,KR348947,10299,Culex quinquefasciatus,USA,California,GRLA,,,9/18/07,34.1856,-118.493,,,
,x,KR348948,10299,Culex quinquefasciatus,USA,California,COAV,,,8/16/04,33.6775,-116.3008,,,
,x,KR348949,10299,Culex quinquefasciatus,USA,California,COAV,,,8/24/04,33.7025,-116.372,,,
,x,KR348950,10299,Culex quinquefasciatus,USA,California,GRLA,,,5/22/08,33.9497,-118.0964,,,
,x,KR348951,10299,Culex quinquefasciatus,USA,California,GRLA,,,5/17/04,33.8989,-118.0186,,,
,x,KR348952,10299,Culex quinquefasciatus,USA,California,GRLA,,,10/18/07,34.19,-118.4944,,,
,x,KR348953,10299,Culex quinquefasciatus,USA,California,GRLA,,,9/25/08,34.1375,-118.276,,,
,x,KR348954,10299,Culex quinquefasciatus,USA,California,GRLA,,,8/11/10,34.40,-118.475,,,
,x,KR348955,10299,Culex quinquefasciatus,USA,California,GRLA,,,12/5/07,34.1572,-118.4653,,,
,x,KR348956,10299,Culex quinquefasciatus,USA,California,GRLA,,,8/12/10,34.1856,-118.4925,,,
,x,KR348957,10299,Culex quinquefasciatus,USA,California,GRLA,,,8/12/10,34.1931,-118.5681,,,
,x,KR348958,10299,Culex quinquefasciatus,USA,California,GRLA,,,9/2/11,34.1742,-118.4975,,,
,x,KR348959,10263,Culex quinquefasciatus,USA,California,GRLA,,,9/2/11,34.1728,-118.4892,,,
,x,KR348960,10299,Culex quinquefasciatus,USA,California,GRLA,,,9/2/11,34.1856,-118.4925,,,
,x,KR348961,10299,Culex quinquefasciatus,USA,California,GRLA,,,9/2/11,34.186,-118.4925,,,
,x,KR348962,10299,Culex quinquefasciatus,USA,California,GRLA,,,9/2/11,34.19,-118.4944,,,
,x,KR348963,10299,Culex stigmatosoma,USA,California,GRLA,,,9/2/11,34.1856,-118.493,,,
,x,KR348964,10299,Culex quinquefasciatus,USA,California,GRLA,,,10/25/11,34.1633,-118.6339,,,
,x,KR348965,10299,Culex quinquefasciatus,USA,California,GRLA,,,10/26/11,34.2392,-118.6272,,,
,x,KR348966,10299,Culex quinquefasciatus,USA,California,GRLA,,,10/28/11,34.4534,-118.6183,,,
,x,KR348967,10299,Culex quinquefasciatus,USA,California,GRLA,,,11/17/11,34.1167,-118.1114,,,
,x,KR348968,10299,Culex quinquefasciatus,USA,California,GRLA,,,7/22/08,34.005,-117.8125,,,
,x,KR348969,10299,Culex stigmatosoma,USA,California,GRLA,,,6/24/11,33.9533,-118.148,,,
,x,KR348970,10299,Culex quinquefasciatus,USA,California,GRLA,,,7/22/08,33.98,-117.8633,,,
,x,KR348971,10299,Culex stigmatosoma,USA,California,GRLA,,,6/30/11,34.0313,-117.817,,,
,x,KR348972,10299,Culex quinquefasciatus,USA,California,GRLA,,,6/7/11,33.8417,-118.0611,,,
,x,KR348973,10299,Culex quinquefasciatus,USA,California,GRLA,,,6/7/11,33.8686,-118.0339,,,
,x,KR348974,10134,Culex stigmatosoma,USA,California,GRLA,,,8/3/04,34.03,-118.0542,,,
,x,KR348975,10134,Culex quinquefasciatus,USA,California,GRLA,,,8/3/04,33.8533,-118.1022,,,
,x,KR348976,10134,Culex tarsalis,USA,California,INYO,,,7/18/11,37.3494,-118.3681,,,
,x,KR348977,10215,Culex tarsalis,USA,California,INYO,,,8/15/11,37.3494,-118.3681,,,
,x,KR348978,10134,Culex quinquefasciatus,USA,California,KERN,,,6/27/08,35.3486,-119.0403,,,
,x,KR348979,10134,Culex quinquefasciatus,USA,California,KERN,,,7/13/04,35.4356,-119.1256,,,
,x,KR348980,10134,Culex tarsalis,USA,California,KERN,,,9/1/11,35.1364,-118.9416,,,
,x,KR348981,10134,Culex tarsalis,USA,California,KERN,,,9/1/11,35.2758,-119.0986,,,
,x,KR348982,10134,Culex quinquefasciatus,USA,California,KERN,,,9/1/11,35.5022,-119.2539,,,
,x,KR348983,10269,Culex quinquefasciatus,USA,California,KERN,,,9/1/11,35.5022,-119.2539,,,
,x,KR348984,10134,Culex quinquefasciatus,USA,California,KERN,,,9/1/11,35.5936,-119.3503,,,
,x,KR348985,10134,Culex tarsalis,USA,California,KERN,,,8/14/07,35.2939,-118.9431,,,
,x,KR348986,10206,Culex tarsalis,USA,California,KERN,,,8/14/07,35.1664,-118.8247,,,
,x,KR348987,10134,Culex tarsalis,USA,California,KERN,,,9/10/08,35.2939,-118.9431,,,
,x,KR348988,10134,Culex quinquefasciatus,USA,California,KERN,,,9/12/08,35.3597,-119.0206,,,
,x,KR348989,10134,Culex tarsalis,USA,California,KERN,,,9/11/07,35.2525,-119.2375,,,
,x,KR348990,10134,Culex quinquefasciatus,USA,California,KERN,,,9/13/07,35.502,-119.2539,,,
,x,KR348991,10299,Culex quinquefasciatus,USA,California,KERN,,,9/14/07,35.3783,-119.036,,,
,x,KR348992,10134,Culex quinquefasciatus,USA,California,KERN,,,9/22/06,35.3797,-119.1117,,,
,x,KR348993,10260,Culex tarsalis,USA,California,SANB,,,7/21/11,34.8333,-114.6,,,
,x,KR348994,10134,Culex pipiens,USA,California,SAYO,,,8/24/05,38.4891,-121.3948,,,
,x,KR348995,10218,Culex tarsalis,USA,California,SAYO,,,8/23/05,38.3428,-121.5053,,,
,x,KR348996,10134,Culex tarsalis,USA,California,SAYO,,,8/10/04,38.4432,-121.4998,,,
,x,KR348997,10206,Culex pipiens,USA,California,SAYO,,,6/29/05,38.5835,-121.3728,,,
,x,KR348998,10134,Culex pipiens,USA,California,SAYO,,,6/27/08,38.5035,-121.499,,,
,x,KR348999,10134,Culex pipiens,USA,California,SAYO,,,7/18/05,38.6708,-121.3061,,,
,x,KR349000,10134,Culex tarsalis,USA,California,SAYO,,,7/25/08,38.2861,-121.587,,,
,x,KR349001,10134,Culex pipiens,USA,California,SAYO,,,9/1/11,38.4491,-121.3665,,,
,x,KR349002,10263,Culex tarsalis,USA,California,SAYO,,,9/1/11,38.4598,-121.3575,,,
,x,KR349003,10134,Culex tarsalis,USA,California,SAYO,,,9/1/11,38.4672,-121.4528,,,
,x,KR349004,10134,Culex pipiens,USA,California,SAYO,,,9/1/11,38.4672,-121.4528,,,
,x,KR349005,10134,Culex pipiens,USA,California,SAYO,,,9/1/11,38.4601,-121.3948,,,
,x,KR349006,10263,Culex pipiens,USA,California,SAYO,,,9/1/11,38.4318,-121.4389,,,
,x,KR349007,10134,Culex tarsalis,USA,California,SAYO,,,7/15/05,38.4603,-121.745,,,
,x,KR349008,10281,Culex tarsalis,USA,California,SAYO,,,7/15/05,38.5717,-121.7308,,,
,x,KR349009,10263,Culex tarsalis,USA,California,SAYO,,,7/15/05,38.5197,-121.7567,,,
,x,KR349010,10299,Culex tarsalis,USA,California,SAYO,,,7/26/05,38.3428,-121.5053,,,
,x,KR349011,10263,Culex pipiens,USA,California,SAYO,,,7/28/05,38.7139,-121.2792,,,
,x,KR349012,10134,Culex pipiens,USA,California,SAYO,,,7/28/05,38.7139,-121.2792,,,
,x,KR349013,10134,Culex tarsalis,USA,California,SAYO,,,9/25/07,38.3849,-121.219,,,
,x,KR349014,10299,Culex tarsalis,USA,California,SAYO,,,8/26/08,38.6597,-121.734,,,
,x,KR349015,10134,Culex tarsalis,USA,California,SAYO,,,8/11/04,38.4432,-121.4998,,,
,x,KR349016,10299,Culex tarsalis,USA,California,SAYO,,,8/13/04,38.6944,-122.0458,,,
,x,KR349017,10134,Culex pipiens,USA,California,SHAS,,,7/25/07,40.5034,-122.3158,,,
,x,KR349018,10134,Culex pipiens,USA,California,SHAS,,,7/26/07,40.4815,-122.3479,,,
,x,KR349019,10134,Culex pipiens,USA,California,SHAS,,,8/25/09,40.5019,-122.3331,,,
,x,KR349020,10299,Culex tarsalis,USA,California,SHAS,,,9/2/11,40.4162,-122.239,,,
,x,KR349021,10134,Culex tarsalis,USA,California,SAYO,,,9/1/11,38.4318,-121.4389,,,
,x,KR349022,10215,Culex quinquefasciatus,USA,California,GRLA,,,9/2/11,34.1856,-118.493,,,
,x,KR349023,10134,Culex tarsalis,USA,California,SAYO,,,8/13/04,38.6428,-121.9761,,,
,x,KR349024,10134,Culex tarsalis,USA,California,COAV,,,8/19/03,33.2819,-115.5786,,,
,x,KR349025,10134,Culex tarsalis,USA,California,SHAS,,,7/25/07,40.5033,-122.3158,,,
,x,KR349026,10134,Culex tarsalis,USA,California,SUYA,,,9/13/11,39.1172,-121.7567,,,
,x,KR868734,11029,Culex tarsalis,USA,Colorado,Larimer,Fort Collins,pooled insects,8/22/12,,,"West Nile virus isolate FtC-3699, complete genome",,
x,x,KT020853,10299,Homo sapiens,USA,Colorado,,,brain,10/14/14,,,"West Nile virus strain Brain-14 polyprotein gene, partial cds",,
x,x,KU978766,10994,Phoenicopterus ruber,Colombia,Antioquioa,,Medellín,blood,2008/07,,,"West Nile virus isolate COL 739-08 polyprotein (AUF31_00001) gene, complete cds",,
x,x,KU978769,11040,,Mexico,Tabasco,Centro,Villahermosa,,5/30/03,,,"West Nile virus isolate TM 171-03 polyprotein (AUF34_00001) gene, complete cds",,
,x,KX547164,10787,Culex,USA,New York,Nassau,,,9/8/06,,,"West Nile virus strain WNV-1/Culex/USA/06290429/2006, complete genome","Direct Submission, no citation",
,x,KX547165,10787,Cyanocitta cristata,USA,New York,Broome,,,9/10/05,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/05002201/2005, complete genome","Direct Submission, no citation",
,x,KX547166,10787,Equus caballus,USA,New York,Greene,,,10/28/03,,,"West Nile virus strain WNV-1/Equus caballus/USA/030A0025/2003, complete genome","Direct Submission, no citation",
,x,KX547167,10787,,USA,New York,Onondaga,,,9/4/13,,,"West Nile virus strain WNV-1/Culiseta sp./USA/13330613/2013, complete genome","Direct Submission, no citation",
,x,KX547168,10787,Carpodacus mexicanus,USA,New York,Albany,,,9/27/12,,,"West Nile virus strain WNV-1/Carpodacus mexicanus/USA/12VER00006/2012, complete genome","Direct Submission, no citation",
,x,KX547169,10787,,USA,New York,Oswego,,,9/2/15,,,"West Nile virus strain WNV-1/Culiseta sp./USA/15370625/2015, complete genome","Direct Submission, no citation",
,x,KX547170,10787,,USA,New York,Onondaga,,,9/23/03,,,"West Nile virus strain WNV-1/Culiseta sp./USA/39030203/2003, complete genome","Direct Submission, no citation",
,x,KX547171,10787,,USA,New York,Oneida,,,8/3/11,,,"West Nile virus strain WNV-1/Culiseta sp./USA/11320172/2011, complete genome","Direct Submission, no citation",
,x,KX547172,10787,,USA,New York,Greene,,,9/2/09,,,"West Nile virus strain WNV-1/Corvus ossifragus/USA/09VER00453/2009, complete genome","Direct Submission, no citation",
,x,KX547173,10787,Corvus brachyrhynchos,USA,New York,Orleans,,,8/31/05,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/05002179/2005, complete genome","Direct Submission, no citation",
,x,KX547174,10787,Culex,USA,New York,Westchester,,,7/16/13,,,"West Nile virus strain WNV-1/Culex sp./USA/13590276/2013, complete genome","Direct Submission, no citation",
,x,KX547175,10787,Culex,USA,New York,Suffolk,,,7/10/08,,,"West Nile virus strain WNV-1/Culex/USA/08510292/2008, complete genome","Direct Submission, no citation",
,x,KX547176,10787,Culex,USA,New York,Westchester,,,8/12/03,,,"West Nile virus strain WNV-1/Culex/USA/33030510/2003, complete genome","Direct Submission, no citation",
,,KX547177,,,,,,,,,,,,,
,x,KX547178,10787,,USA,New York,Suffolk,,,8/13/03,,,"West Nile virus strain WNV-1/Culiseta sp./USA/34030256/2003, complete genome","Direct Submission, no citation",
,x,KX547179,10787,Corvus brachyrhynchos,USA,New York,Richmond,,,8/8/02,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/02002614/2002, complete genome","Direct Submission, no citation",
,x,KX547180,10787,Corvus brachyrhynchos,USA,New York,Oswego,,,9/7/06,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/06VER01616/2006, complete genome","Direct Submission, no citation",
,x,KX547181,10786,Cyanocitta cristata,USA,New York,Ulster,,,9/24/03,,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/0303365/2003, complete genome","Direct Submission, no citation",
,x,KX547182,10787,Culex,USA,New York,Orange,,,9/11/02,,,"West Nile virus strain WNV-1/Culex/USA/38020040/2002, complete genome","Direct Submission, no citation",
,x,KX547183,10787,Culex,USA,New York,Westchester,,,7/22/08,,,"West Nile virus strain WNV-1/Culex/USA/08590259/2008, complete genome","Direct Submission, no citation",
,x,KX547184,10785,Culex,USA,New York,Onondaga,,,8/28/13,,,"West Nile virus strain WNV-1/Culex/USA/13330600/2013, complete genome","Direct Submission, no citation",
,x,KX547185,10787,Culex,USA,New York,Erie,,,9/6/12,,,"West Nile virus strain WNV-1/Culex/USA/12141417/2012, complete genome","Direct Submission, no citation",
,x,KX547186,10787,Culex,USA,New York,Nassau,,,7/8/08,,,"West Nile virus strain WNV-1/Culex/USA/08290104/2008, complete genome","Direct Submission, no citation",
,x,KX547187,10787,Corvus brachyrhynchos,USA,New York,Albany,,,8/28/08,,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/08VER00901/2008, complete genome","Direct Submission, no citation",
